order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,date,time_order
896,32,934,202,2,debit,03/07/2017 10:12,07/03/2017,10:12 AM
897,43,931,362,2,credit_card,03/28/2017 22:22,28/03/2017,10:22 PM
898,88,709,176,1,cash,03/25/2017 8:24,25/03/2017,8:24 AM
899,24,727,420,3,debit,03/26/2017 12:59,26/03/2017,12:59 PM
900,2,843,188,2,credit_card,03/23/2017 21:27,23/03/2017,9:27 PM
901,62,968,320,2,debit,03/09/2017 13:44,09/03/2017,1:44 PM
902,93,931,228,2,cash,03/22/2017 2:40,22/03/2017,2:40 AM
903,79,929,543,3,debit,03/14/2017 3:03,14/03/2017,3:03 AM
904,45,910,568,4,credit_card,03/09/2017 21:30,09/03/2017,9:30 PM
905,28,806,328,2,credit_card,03/15/2017 3:10,15/03/2017,3:10 AM
906,89,742,588,3,cash,03/20/2017 13:55,20/03/2017,1:55 PM
907,65,972,462,3,credit_card,03/06/2017 3:16,06/03/2017,3:16 AM
908,60,847,531,3,debit,03/10/2017 9:17,10/03/2017,9:17 AM
909,72,727,160,1,credit_card,03/11/2017 19:37,11/03/2017,7:37 PM
910,28,900,164,1,credit_card,03/27/2017 11:46,27/03/2017,11:46 AM
911,39,853,268,2,cash,03/20/2017 13:06,20/03/2017,1:06 PM
912,19,975,326,2,debit,03/26/2017 23:06,26/03/2017,11:06 PM
913,63,800,136,1,credit_card,03/12/2017 20:49,12/03/2017,8:49 PM
914,18,822,312,2,cash,03/02/2017 11:36,02/03/2017,11:36 AM
915,57,735,294,2,credit_card,03/20/2017 23:56,20/03/2017,11:56 PM
916,99,709,195,1,cash,03/25/2017 10:26,25/03/2017,10:26 AM
917,70,918,346,2,cash,03/29/2017 5:35,29/03/2017,5:35 AM
918,86,798,390,3,credit_card,03/26/2017 4:25,26/03/2017,4:25 AM
919,60,852,354,2,credit_card,03/01/2017 8:31,01/03/2017,8:31 AM
920,22,844,292,2,credit_card,03/25/2017 13:49,25/03/2017,1:49 PM
921,51,732,187,1,debit,03/07/2017 12:27,07/03/2017,12:27 PM
922,58,936,552,4,credit_card,03/26/2017 14:52,26/03/2017,2:52 PM
923,41,787,354,3,cash,03/08/2017 10:34,08/03/2017,10:34 AM
924,20,788,254,2,debit,03/19/2017 3:52,19/03/2017,3:52 AM
925,89,953,588,3,credit_card,03/03/2017 1:11,03/03/2017,1:11 AM
926,26,894,528,3,credit_card,03/19/2017 13:03,19/03/2017,1:03 PM
927,70,975,173,1,credit_card,03/11/2017 15:45,11/03/2017,3:45 PM
928,2,878,94,1,credit_card,03/10/2017 18:09,10/03/2017,6:09 PM
929,84,816,306,2,cash,03/22/2017 14:50,22/03/2017,2:50 PM
930,83,732,387,3,credit_card,03/03/2017 16:00,03/03/2017,4:00 PM
931,69,912,131,1,cash,03/09/2017 1:39,09/03/2017,1:39 AM
932,59,786,534,3,cash,03/09/2017 11:04,09/03/2017,11:04 AM
933,1,805,316,2,debit,03/14/2017 17:37,14/03/2017,5:37 PM
934,32,841,202,2,cash,03/29/2017 4:13,29/03/2017,4:13 AM
935,11,821,184,1,credit_card,03/28/2017 3:41,28/03/2017,3:41 AM
936,87,938,149,1,cash,03/04/2017 19:32,04/03/2017,7:32 PM
937,83,992,129,1,cash,03/07/2017 21:10,07/03/2017,9:10 PM
938,27,785,169,1,credit_card,03/10/2017 0:46,10/03/2017,12:46 AM
939,42,808,1056,3,credit_card,03/13/2017 23:43,13/03/2017,11:43 PM
940,2,918,94,1,credit_card,03/25/2017 6:10,25/03/2017,6:10 AM
941,34,844,244,2,credit_card,03/02/2017 9:28,02/03/2017,9:28 AM
942,88,763,352,2,cash,03/11/2017 16:37,11/03/2017,4:37 PM
943,93,915,456,4,cash,03/12/2017 7:00,12/03/2017,7:00 AM
944,76,940,310,2,debit,03/26/2017 20:47,26/03/2017,8:47 PM
945,13,816,320,2,cash,03/22/2017 6:54,22/03/2017,6:54 AM
946,10,999,592,4,cash,03/06/2017 20:06,06/03/2017,8:06 PM
947,34,810,122,1,cash,03/13/2017 23:14,13/03/2017,11:14 PM
948,81,870,354,2,cash,03/03/2017 20:28,03/03/2017,8:28 PM
949,1,930,474,3,cash,03/29/2017 22:46,29/03/2017,10:46 PM
950,27,713,676,4,debit,03/22/2017 2:42,22/03/2017,2:42 AM
951,32,817,202,2,cash,03/05/2017 23:56,05/03/2017,11:56 PM
952,68,762,272,2,debit,03/05/2017 13:56,05/03/2017,1:56 PM
953,77,945,156,1,cash,03/17/2017 19:01,17/03/2017,7:01 PM
954,66,708,644,4,credit_card,03/27/2017 4:10,27/03/2017,4:10 AM
955,37,776,568,4,credit_card,03/30/2017 15:39,30/03/2017,3:39 PM
956,47,925,145,1,credit_card,03/08/2017 11:19,08/03/2017,11:19 AM
957,70,803,346,2,debit,03/02/2017 16:45,02/03/2017,4:45 PM
958,12,842,402,2,debit,03/10/2017 21:20,10/03/2017,9:20 PM
959,14,857,580,5,debit,03/21/2017 10:49,21/03/2017,10:49 AM
960,31,813,387,3,debit,03/13/2017 4:53,13/03/2017,4:53 AM
961,62,773,160,1,credit_card,03/02/2017 13:05,02/03/2017,1:05 PM
962,26,774,352,2,cash,03/18/2017 1:42,18/03/2017,1:42 AM
963,48,759,117,1,debit,03/27/2017 6:48,27/03/2017,6:48 AM
964,45,784,142,1,cash,03/11/2017 16:34,11/03/2017,4:34 PM
965,50,740,386,2,debit,03/06/2017 22:23,06/03/2017,10:23 PM
966,45,861,142,1,cash,03/01/2017 18:31,01/03/2017,6:31 PM
967,99,847,195,1,debit,03/17/2017 1:20,17/03/2017,1:20 AM
968,30,859,153,1,cash,03/08/2017 4:28,08/03/2017,4:28 AM
969,41,869,354,3,cash,03/17/2017 0:00,17/03/2017,12:00 AM
970,75,911,512,4,cash,03/24/2017 14:04,24/03/2017,2:04 PM
971,43,751,181,1,credit_card,03/23/2017 4:20,23/03/2017,4:20 AM
972,9,888,236,2,debit,03/05/2017 0:01,05/03/2017,12:01 AM
973,90,752,178,1,cash,03/30/2017 22:04,30/03/2017,10:04 PM
974,63,849,136,1,cash,03/10/2017 10:02,10/03/2017,10:02 AM
975,20,724,381,3,debit,03/03/2017 18:10,03/03/2017,6:10 PM
976,28,856,492,3,credit_card,03/07/2017 19:32,07/03/2017,7:32 PM
977,25,730,130,1,cash,03/01/2017 20:05,01/03/2017,8:05 PM
978,99,870,390,2,credit_card,03/26/2017 6:01,26/03/2017,6:01 AM
979,90,734,712,4,credit_card,03/16/2017 2:09,16/03/2017,2:09 AM
980,42,744,352,1,debit,03/12/2017 13:09,12/03/2017,1:09 PM
981,61,775,158,1,debit,03/17/2017 16:19,17/03/2017,4:19 PM
982,53,703,336,3,debit,03/13/2017 5:05,13/03/2017,5:05 AM
983,61,770,316,2,credit_card,03/03/2017 23:40,03/03/2017,11:40 PM
984,97,783,486,3,credit_card,03/25/2017 11:34,25/03/2017,11:34 AM
985,82,998,177,1,debit,03/04/2017 23:58,04/03/2017,11:58 PM
986,86,705,130,1,cash,03/24/2017 18:11,24/03/2017,6:11 PM
987,84,884,153,1,credit_card,03/16/2017 15:39,16/03/2017,3:39 PM
988,7,986,112,1,debit,03/08/2017 6:16,08/03/2017,6:16 AM
989,88,785,528,3,cash,03/12/2017 17:45,12/03/2017,5:45 PM
990,92,864,450,5,cash,03/28/2017 16:17,28/03/2017,4:17 PM
991,31,989,258,2,debit,03/30/2017 4:34,30/03/2017,4:34 AM
992,95,862,336,2,credit_card,03/25/2017 11:49,25/03/2017,11:49 AM
993,62,852,160,1,debit,03/10/2017 19:38,10/03/2017,7:38 PM
994,45,771,142,1,cash,03/14/2017 18:40,14/03/2017,6:40 PM
995,89,723,784,4,cash,03/05/2017 9:05,05/03/2017,9:05 AM
996,6,854,187,1,credit_card,03/07/2017 1:30,07/03/2017,1:30 AM
997,7,795,224,2,credit_card,03/28/2017 2:59,28/03/2017,2:59 AM
998,58,785,138,1,credit_card,03/27/2017 6:40,27/03/2017,6:40 AM
999,8,778,396,3,credit_card,03/17/2017 15:15,17/03/2017,3:15 PM
1000,13,701,480,3,credit_card,03/27/2017 5:50,27/03/2017,5:50 AM
1001,47,939,145,1,debit,03/30/2017 16:02,30/03/2017,4:02 PM
1002,24,933,140,1,cash,03/26/2017 1:49,26/03/2017,1:49 AM
1003,47,997,145,1,debit,03/23/2017 10:32,23/03/2017,10:32 AM
1004,10,869,444,3,debit,03/15/2017 5:44,15/03/2017,5:44 AM
1005,94,997,268,2,credit_card,03/07/2017 17:03,07/03/2017,5:03 PM
1006,61,894,158,1,debit,03/02/2017 22:21,02/03/2017,10:21 PM
1007,99,980,390,2,credit_card,03/28/2017 6:42,28/03/2017,6:42 AM
1008,98,816,399,3,cash,03/08/2017 17:21,08/03/2017,5:21 PM
1009,38,791,190,1,cash,03/06/2017 9:36,06/03/2017,9:36 AM
1010,66,932,161,1,debit,03/30/2017 7:40,30/03/2017,7:40 AM
1011,83,817,129,1,credit_card,03/12/2017 15:35,12/03/2017,3:35 PM
1012,53,917,224,2,debit,03/15/2017 3:56,15/03/2017,3:56 AM
1013,23,866,156,1,debit,03/03/2017 6:52,03/03/2017,6:52 AM
1014,91,749,160,1,debit,03/17/2017 13:15,17/03/2017,1:15 PM
1015,76,809,310,2,cash,03/04/2017 1:14,04/03/2017,1:14 AM
1016,23,871,312,2,cash,03/02/2017 22:00,02/03/2017,10:00 PM
1017,35,937,328,2,credit_card,03/06/2017 13:15,06/03/2017,1:15 PM
1018,45,910,284,2,credit_card,03/12/2017 21:14,12/03/2017,9:14 PM
1019,14,880,116,1,debit,03/07/2017 13:44,07/03/2017,1:44 PM
1020,63,730,272,2,cash,03/07/2017 15:00,07/03/2017,3:00 PM
1021,1,715,316,2,debit,03/08/2017 10:33,08/03/2017,10:33 AM
1022,91,758,160,1,credit_card,03/06/2017 13:23,06/03/2017,1:23 PM
1023,13,970,320,2,cash,03/21/2017 21:40,21/03/2017,9:40 PM
1024,79,830,181,1,cash,03/20/2017 1:12,20/03/2017,1:12 AM
1025,66,885,322,2,debit,03/30/2017 8:28,30/03/2017,8:28 AM
1026,84,813,306,2,credit_card,03/23/2017 8:43,23/03/2017,8:43 AM
1027,71,745,492,3,debit,03/18/2017 14:25,18/03/2017,2:25 PM
1028,21,836,142,1,credit_card,03/02/2017 9:51,02/03/2017,9:51 AM
1029,87,711,149,1,debit,03/12/2017 17:13,12/03/2017,5:13 PM
1030,84,944,459,3,credit_card,03/21/2017 3:20,21/03/2017,3:20 AM
1031,18,945,156,1,credit_card,03/30/2017 12:49,30/03/2017,12:49 PM
1032,11,980,552,3,credit_card,03/07/2017 1:20,07/03/2017,1:20 AM
1033,7,782,112,1,debit,03/08/2017 5:10,08/03/2017,5:10 AM
1034,57,829,294,2,debit,03/10/2017 14:14,10/03/2017,2:14 PM
1035,45,731,568,4,cash,03/26/2017 1:02,26/03/2017,1:02 AM
1036,93,744,342,3,debit,03/28/2017 19:37,28/03/2017,7:37 PM
1037,46,729,166,1,debit,03/27/2017 5:58,27/03/2017,5:58 AM
1038,46,807,332,2,credit_card,03/13/2017 23:26,13/03/2017,11:26 PM
1039,2,819,188,2,debit,03/26/2017 2:58,26/03/2017,2:58 AM
1040,98,759,266,2,credit_card,03/18/2017 4:32,18/03/2017,4:32 AM
1041,62,758,320,2,debit,03/19/2017 5:24,19/03/2017,5:24 AM
1042,55,891,513,3,cash,03/08/2017 19:16,08/03/2017,7:16 PM
1043,8,749,132,1,cash,03/30/2017 8:43,30/03/2017,8:43 AM
1044,10,965,444,3,debit,03/11/2017 3:24,11/03/2017,3:24 AM
1045,30,727,459,3,debit,03/17/2017 22:48,17/03/2017,10:48 PM
1046,21,968,426,3,cash,03/20/2017 7:47,20/03/2017,7:47 AM
1047,86,948,260,2,cash,03/10/2017 11:14,10/03/2017,11:14 AM
1048,85,992,344,2,credit_card,03/05/2017 17:47,05/03/2017,5:47 PM
1049,91,889,320,2,debit,03/01/2017 13:42,01/03/2017,1:42 PM
1050,12,708,402,2,debit,03/01/2017 1:11,01/03/2017,1:11 AM
1051,3,994,296,2,credit_card,03/08/2017 2:12,08/03/2017,2:12 AM
1052,21,874,284,2,debit,03/07/2017 4:50,07/03/2017,4:50 AM
1053,93,871,228,2,credit_card,03/09/2017 15:37,09/03/2017,3:37 PM
1054,96,997,306,2,debit,03/18/2017 22:36,18/03/2017,10:36 PM
1055,14,850,116,1,cash,03/15/2017 0:54,15/03/2017,12:54 AM
1056,99,783,195,1,debit,03/14/2017 14:12,14/03/2017,2:12 PM
1057,78,800,25725,1,debit,03/15/2017 10:16,15/03/2017,10:16 AM
1058,50,882,386,2,debit,03/15/2017 12:59,15/03/2017,12:59 PM
1059,15,770,306,2,credit_card,03/18/2017 19:58,18/03/2017,7:58 PM
1060,28,966,328,2,credit_card,03/23/2017 9:49,23/03/2017,9:49 AM
1061,59,804,178,1,debit,03/17/2017 17:26,17/03/2017,5:26 PM
1062,39,715,268,2,cash,03/23/2017 18:24,23/03/2017,6:24 PM
1063,95,853,336,2,cash,03/21/2017 15:08,21/03/2017,3:08 PM
1064,44,734,144,1,credit_card,03/03/2017 7:48,03/03/2017,7:48 AM
1065,4,869,256,2,cash,03/23/2017 23:29,23/03/2017,11:29 PM
1066,60,931,177,1,cash,03/05/2017 22:10,05/03/2017,10:10 PM
1067,17,738,176,1,credit_card,03/09/2017 2:07,09/03/2017,2:07 AM
1068,74,920,306,2,credit_card,03/27/2017 13:06,27/03/2017,1:06 PM
1069,91,840,320,2,cash,03/05/2017 23:51,05/03/2017,11:51 PM
1070,88,925,352,2,credit_card,03/09/2017 22:01,09/03/2017,10:01 PM
1071,28,947,328,2,debit,03/29/2017 6:09,29/03/2017,6:09 AM
1072,36,868,260,2,debit,03/27/2017 10:03,27/03/2017,10:03 AM
1073,35,718,164,1,debit,03/22/2017 23:43,22/03/2017,11:43 PM
1074,52,885,292,2,cash,03/10/2017 20:03,10/03/2017,8:03 PM
1075,55,723,342,2,credit_card,03/03/2017 5:55,03/03/2017,5:55 AM
1076,12,961,402,2,debit,03/26/2017 18:04,26/03/2017,6:04 PM
1077,48,772,351,3,credit_card,03/19/2017 0:17,19/03/2017,12:17 AM
1078,93,788,342,3,credit_card,03/12/2017 20:04,12/03/2017,8:04 PM
1079,12,777,402,2,credit_card,03/17/2017 11:48,17/03/2017,11:48 AM
1080,40,833,322,2,credit_card,03/21/2017 1:18,21/03/2017,1:18 AM
1081,54,873,266,2,credit_card,03/10/2017 6:42,10/03/2017,6:42 AM
1082,87,842,298,2,credit_card,03/22/2017 20:50,22/03/2017,8:50 PM
1083,38,890,380,2,credit_card,03/27/2017 23:33,27/03/2017,11:33 PM
1084,14,797,348,3,credit_card,03/29/2017 15:48,29/03/2017,3:48 PM
1085,92,852,180,2,cash,03/24/2017 13:44,24/03/2017,1:44 PM
1086,7,970,224,2,debit,03/08/2017 16:54,08/03/2017,4:54 PM
1087,70,725,346,2,cash,03/05/2017 9:17,05/03/2017,9:17 AM
1088,10,725,444,3,cash,03/26/2017 8:24,26/03/2017,8:24 AM
1089,14,903,232,2,cash,03/02/2017 21:58,02/03/2017,9:58 PM
1090,65,831,462,3,debit,03/04/2017 3:51,04/03/2017,3:51 AM
1091,40,896,322,2,credit_card,03/02/2017 11:35,02/03/2017,11:35 AM
1092,60,764,354,2,cash,03/05/2017 8:12,05/03/2017,8:12 AM
1093,81,744,354,2,debit,03/02/2017 20:11,02/03/2017,8:11 PM
1094,96,882,459,3,credit_card,03/17/2017 9:17,17/03/2017,9:17 AM
1095,82,731,177,1,credit_card,03/21/2017 3:36,21/03/2017,3:36 AM
1096,17,858,176,1,credit_card,03/23/2017 2:09,23/03/2017,2:09 AM
1097,41,934,118,1,cash,03/20/2017 15:09,20/03/2017,3:09 PM
1098,98,912,133,1,credit_card,03/07/2017 3:14,07/03/2017,3:14 AM
1099,65,947,462,3,debit,03/27/2017 7:23,27/03/2017,7:23 AM
1100,80,778,290,2,cash,03/15/2017 9:21,15/03/2017,9:21 AM
1101,90,885,178,1,cash,03/05/2017 8:45,05/03/2017,8:45 AM
1102,83,812,129,1,debit,03/06/2017 3:50,06/03/2017,3:50 AM
1103,15,883,459,3,debit,03/06/2017 18:35,06/03/2017,6:35 PM
1104,81,842,177,1,debit,03/17/2017 23:04,17/03/2017,11:04 PM
1105,42,607,704000,2000,credit_card,03/24/2017 4:00,24/03/2017,4:00 AM
1106,9,902,118,1,debit,03/26/2017 15:14,26/03/2017,3:14 PM
1107,41,799,118,1,credit_card,03/21/2017 22:41,21/03/2017,10:41 PM
1108,49,933,129,1,debit,03/28/2017 1:35,28/03/2017,1:35 AM
1109,79,782,362,2,debit,03/04/2017 0:42,04/03/2017,12:42 AM
1110,43,748,543,3,debit,03/17/2017 15:16,17/03/2017,3:16 PM
1111,58,818,276,2,cash,03/29/2017 11:15,29/03/2017,11:15 AM
1112,32,840,202,2,credit_card,03/21/2017 0:28,21/03/2017,12:28 AM
1113,48,746,234,2,credit_card,03/09/2017 1:46,09/03/2017,1:46 AM
1114,87,924,149,1,debit,03/11/2017 11:11,11/03/2017,11:11 AM
1115,21,768,142,1,credit_card,03/07/2017 19:35,07/03/2017,7:35 PM
1116,52,815,584,4,cash,03/01/2017 0:31,01/03/2017,12:31 AM
1117,40,937,322,2,credit_card,03/17/2017 19:30,17/03/2017,7:30 PM
1118,58,961,276,2,credit_card,03/02/2017 2:55,02/03/2017,2:55 AM
1119,9,989,354,3,debit,03/28/2017 20:34,28/03/2017,8:34 PM
1120,96,709,153,1,credit_card,03/15/2017 3:00,15/03/2017,3:00 AM
1121,30,802,153,1,debit,03/22/2017 2:22,22/03/2017,2:22 AM
1122,49,767,516,4,credit_card,03/21/2017 22:37,21/03/2017,10:37 PM
1123,33,820,519,3,cash,03/22/2017 12:52,22/03/2017,12:52 PM
1124,29,911,815,5,credit_card,03/26/2017 0:53,26/03/2017,12:53 AM
1125,52,994,730,5,credit_card,03/07/2017 6:54,07/03/2017,6:54 AM
1126,99,975,195,1,cash,03/15/2017 13:15,15/03/2017,1:15 PM
1127,41,773,354,3,cash,03/23/2017 18:38,23/03/2017,6:38 PM
1128,80,717,290,2,debit,03/02/2017 2:47,02/03/2017,2:47 AM
1129,73,981,330,2,debit,03/07/2017 14:23,07/03/2017,2:23 PM
1130,17,733,528,3,credit_card,03/12/2017 12:25,12/03/2017,12:25 PM
1131,28,930,328,2,debit,03/23/2017 17:04,23/03/2017,5:04 PM
1132,94,822,402,3,credit_card,03/26/2017 14:51,26/03/2017,2:51 PM
1133,81,766,354,2,cash,03/07/2017 15:43,07/03/2017,3:43 PM
1134,71,828,492,3,debit,03/10/2017 15:28,10/03/2017,3:28 PM
1135,53,753,224,2,cash,03/29/2017 0:18,29/03/2017,12:18 AM
1136,16,727,312,2,debit,03/05/2017 0:41,05/03/2017,12:41 AM
1137,32,726,101,1,cash,03/15/2017 11:45,15/03/2017,11:45 AM
1138,48,966,117,1,credit_card,03/04/2017 7:41,04/03/2017,7:41 AM
1139,70,745,346,2,credit_card,03/18/2017 6:34,18/03/2017,6:34 AM
1140,73,703,165,1,debit,03/18/2017 7:55,18/03/2017,7:55 AM
1141,64,876,399,3,cash,03/27/2017 3:32,27/03/2017,3:32 AM
1142,19,874,163,1,cash,03/03/2017 5:27,03/03/2017,5:27 AM
1143,45,718,284,2,credit_card,03/24/2017 16:20,24/03/2017,4:20 PM
1144,3,946,296,2,debit,03/01/2017 10:00,01/03/2017,10:00 AM
1145,80,753,290,2,credit_card,03/06/2017 17:29,06/03/2017,5:29 PM
1146,76,925,310,2,cash,03/10/2017 11:40,10/03/2017,11:40 AM
1147,81,861,531,3,credit_card,03/13/2017 19:36,13/03/2017,7:36 PM
1148,46,712,166,1,credit_card,03/28/2017 23:57,28/03/2017,11:57 PM
1149,2,962,282,3,debit,03/24/2017 15:08,24/03/2017,3:08 PM
1150,13,722,320,2,debit,03/20/2017 11:30,20/03/2017,11:30 AM
1151,82,853,885,5,debit,03/24/2017 20:47,24/03/2017,8:47 PM
1152,90,737,712,4,debit,03/27/2017 13:35,27/03/2017,1:35 PM
1153,96,985,459,3,cash,03/07/2017 22:53,07/03/2017,10:53 PM
1154,97,923,324,2,cash,03/11/2017 1:04,11/03/2017,1:04 AM
1155,2,970,188,2,credit_card,03/21/2017 10:32,21/03/2017,10:32 AM
1156,12,860,201,1,debit,03/23/2017 11:31,23/03/2017,11:31 AM
1157,22,991,146,1,debit,03/21/2017 1:42,21/03/2017,1:42 AM
1158,88,959,352,2,credit_card,03/11/2017 5:56,11/03/2017,5:56 AM
1159,24,786,420,3,credit_card,03/08/2017 12:51,08/03/2017,12:51 PM
1160,86,846,390,3,debit,03/18/2017 5:30,18/03/2017,5:30 AM
1161,65,701,308,2,credit_card,03/09/2017 20:33,09/03/2017,8:33 PM
1162,79,893,362,2,credit_card,03/14/2017 9:40,14/03/2017,9:40 AM
1163,17,974,176,1,debit,03/22/2017 22:16,22/03/2017,10:16 PM
1164,71,829,164,1,cash,03/01/2017 14:49,01/03/2017,2:49 PM
1165,41,854,118,1,credit_card,03/15/2017 21:34,15/03/2017,9:34 PM
1166,52,712,292,2,credit_card,03/03/2017 22:27,03/03/2017,10:27 PM
1167,86,786,260,2,debit,03/02/2017 5:24,02/03/2017,5:24 AM
1168,1,738,158,1,debit,03/16/2017 0:21,16/03/2017,12:21 AM
1169,81,868,354,2,debit,03/25/2017 6:06,25/03/2017,6:06 AM
1170,97,948,162,1,credit_card,03/25/2017 7:03,25/03/2017,7:03 AM
1171,53,888,112,1,debit,03/13/2017 11:28,13/03/2017,11:28 AM
1172,21,921,426,3,cash,03/03/2017 22:16,03/03/2017,10:16 PM
1173,43,708,181,1,debit,03/11/2017 1:30,11/03/2017,1:30 AM
1174,40,996,322,2,credit_card,03/16/2017 21:31,16/03/2017,9:31 PM
1175,70,720,346,2,credit_card,03/12/2017 18:27,12/03/2017,6:27 PM
1176,46,839,498,3,credit_card,03/21/2017 18:59,21/03/2017,6:59 PM
1177,11,831,552,3,credit_card,03/23/2017 20:03,23/03/2017,8:03 PM
1178,90,828,356,2,cash,03/08/2017 21:38,08/03/2017,9:38 PM
1179,91,922,160,1,credit_card,03/29/2017 2:59,29/03/2017,2:59 AM
1180,80,792,145,1,cash,03/27/2017 8:49,27/03/2017,8:49 AM
1181,89,975,588,3,debit,03/29/2017 14:28,29/03/2017,2:28 PM
1182,45,838,142,1,cash,03/01/2017 21:51,01/03/2017,9:51 PM
1183,22,830,438,3,cash,03/09/2017 2:33,09/03/2017,2:33 AM
1184,55,969,513,3,debit,03/09/2017 15:08,09/03/2017,3:08 PM
1185,40,962,161,1,debit,03/04/2017 4:17,04/03/2017,4:17 AM
1186,84,979,459,3,debit,03/17/2017 3:42,17/03/2017,3:42 AM
1187,95,927,336,2,cash,03/02/2017 1:32,02/03/2017,1:32 AM
1188,55,843,171,1,credit_card,03/28/2017 15:04,28/03/2017,3:04 PM
1189,86,857,260,2,debit,03/01/2017 3:47,01/03/2017,3:47 AM
1190,41,750,118,1,credit_card,03/27/2017 10:39,27/03/2017,10:39 AM
1191,1,734,316,2,debit,03/03/2017 3:40,03/03/2017,3:40 AM
1192,64,875,133,1,cash,03/19/2017 1:50,19/03/2017,1:50 AM
1193,89,838,196,1,credit_card,03/11/2017 18:04,11/03/2017,6:04 PM
1194,78,944,25725,1,debit,03/16/2017 16:38,16/03/2017,4:38 PM
1195,12,950,201,1,debit,03/07/2017 16:21,07/03/2017,4:21 PM
1196,56,800,234,2,debit,03/11/2017 21:47,11/03/2017,9:47 PM
1197,88,837,176,1,debit,03/22/2017 3:54,22/03/2017,3:54 AM
1198,3,998,296,2,debit,03/27/2017 16:50,27/03/2017,4:50 PM
1199,22,802,438,3,cash,03/11/2017 1:36,11/03/2017,1:36 AM
1200,45,880,142,1,cash,03/20/2017 21:59,20/03/2017,9:59 PM
1201,77,992,312,2,credit_card,03/24/2017 15:38,24/03/2017,3:38 PM
1202,4,929,384,3,debit,03/30/2017 14:58,30/03/2017,2:58 PM
1203,18,914,312,2,credit_card,03/01/2017 21:04,01/03/2017,9:04 PM
1204,54,792,133,1,debit,03/02/2017 8:48,02/03/2017,8:48 AM
1205,78,970,25725,1,credit_card,03/17/2017 22:32,17/03/2017,10:32 PM
1206,83,891,258,2,cash,03/23/2017 4:06,23/03/2017,4:06 AM
1207,12,721,402,2,debit,03/19/2017 13:15,19/03/2017,1:15 PM
1208,77,944,156,1,credit_card,03/09/2017 4:14,09/03/2017,4:14 AM
1209,99,815,585,3,debit,03/04/2017 13:48,04/03/2017,1:48 PM
1210,10,897,444,3,credit_card,03/25/2017 14:09,25/03/2017,2:09 PM
1211,100,765,111,1,debit,03/30/2017 8:31,30/03/2017,8:31 AM
1212,75,859,256,2,cash,03/13/2017 19:33,13/03/2017,7:33 PM
1213,10,836,444,3,credit_card,03/02/2017 17:32,02/03/2017,5:32 PM
1214,68,882,272,2,debit,03/29/2017 14:18,29/03/2017,2:18 PM
1215,7,793,224,2,debit,03/30/2017 1:57,30/03/2017,1:57 AM
1216,14,765,116,1,debit,03/24/2017 4:56,24/03/2017,4:56 AM
1217,85,703,344,2,credit_card,03/06/2017 3:21,06/03/2017,3:21 AM
1218,82,759,708,4,debit,03/01/2017 5:38,01/03/2017,5:38 AM
1219,41,834,236,2,credit_card,03/14/2017 23:07,14/03/2017,11:07 PM
1220,22,756,438,3,credit_card,03/13/2017 20:34,13/03/2017,8:34 PM
1221,32,778,101,1,credit_card,03/10/2017 6:00,10/03/2017,6:00 AM
1222,64,733,133,1,credit_card,03/16/2017 9:11,16/03/2017,9:11 AM
1223,67,767,131,1,credit_card,03/25/2017 16:02,25/03/2017,4:02 PM
1224,22,905,292,2,cash,03/13/2017 11:46,13/03/2017,11:46 AM
1225,57,891,294,2,credit_card,03/17/2017 1:07,17/03/2017,1:07 AM
1226,48,784,234,2,credit_card,03/27/2017 16:28,27/03/2017,4:28 PM
1227,84,947,153,1,debit,03/29/2017 4:07,29/03/2017,4:07 AM
1228,44,921,288,2,credit_card,03/28/2017 13:44,28/03/2017,1:44 PM
1229,2,921,94,1,cash,03/10/2017 23:37,10/03/2017,11:37 PM
1230,37,802,284,2,debit,03/30/2017 19:29,30/03/2017,7:29 PM
1231,25,873,130,1,debit,03/21/2017 15:08,21/03/2017,3:08 PM
1232,54,723,133,1,debit,03/28/2017 4:39,28/03/2017,4:39 AM
1233,66,981,161,1,cash,03/30/2017 17:30,30/03/2017,5:30 PM
1234,68,931,272,2,debit,03/07/2017 3:41,07/03/2017,3:41 AM
1235,36,993,260,2,debit,03/26/2017 8:42,26/03/2017,8:42 AM
1236,25,823,130,1,debit,03/28/2017 5:12,28/03/2017,5:12 AM
1237,23,803,156,1,cash,03/08/2017 4:19,08/03/2017,4:19 AM
1238,14,972,348,3,debit,03/05/2017 9:50,05/03/2017,9:50 AM
1239,64,917,266,2,debit,03/14/2017 14:15,14/03/2017,2:15 PM
1240,71,985,328,2,credit_card,03/09/2017 12:53,09/03/2017,12:53 PM
1241,20,953,127,1,cash,03/24/2017 10:12,24/03/2017,10:12 AM
1242,82,723,354,2,credit_card,03/22/2017 1:05,22/03/2017,1:05 AM
1243,71,938,164,1,debit,03/30/2017 4:50,30/03/2017,4:50 AM
1244,94,920,134,1,cash,03/09/2017 10:46,09/03/2017,10:46 AM
1245,23,999,312,2,debit,03/17/2017 11:37,17/03/2017,11:37 AM
1246,16,762,156,1,cash,03/15/2017 9:00,15/03/2017,9:00 AM
1247,10,763,296,2,debit,03/26/2017 8:47,26/03/2017,8:47 AM
1248,89,722,196,1,cash,03/29/2017 5:07,29/03/2017,5:07 AM
